Unique Words,Used in Hemingway,Used in Dickens,Frequinces Hemingway,Frequinces Dickens,Hemingway Laplace,Dickens Laplace
pocket,63,178,0.0005054719342726018,0.0011509935402104119,0.00043327263003256313,0.0010071683377783779
faded,2,13,1.604672807214609e-05,8.406132597042335e-05,2.0309654532776396e-05,7.877294261953794e-05
khaki,10,0,8.023364036073044e-05,0.0,7.446873328684679e-05,5.626638758538424e-06
flannel,8,3,6.418691228858436e-05,1.9398767531636158e-05,6.092896359832919e-05,2.2506555034153696e-05
shirt,50,6,0.0004011682018036522,3.8797535063272316e-05,0.00034526412705719877,3.938647130976897e-05
wiped,25,8,0.0002005841009018261,5.173004675102975e-05,0.00017601700595072878,5.063974882684582e-05
lenses,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
handkerchief,11,13,8.82570043968035e-05,8.406132597042335e-05,8.123861813110558e-05,7.877294261953794e-05
screwed,1,2,8.023364036073044e-06,1.2932511687757438e-05,1.3539769688517598e-05,1.6879916275615273e-05
eyepieces,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
around,210,31,0.0016849064475753393,0.0002004539311602403,0.0014284457021386066,0.00018005244027322957
boards,2,2,1.604672807214609e-05,1.2932511687757438e-05,2.0309654532776396e-05,1.6879916275615273e-05
showed,64,54,0.0005134952983086748,0.00034917781556945084,0.0004400425148768219,0.00030946513171961333
clearly,58,17,0.0004653551140922366,0.00010992634934593822,0.00039942320581126916,0.00010127949765369164
wooden,25,31,0.0002005841009018261,0.0002004539311602403,0.00017601700595072878,0.00018005244027322957
bench,13,32,0.00010430373246894958,0.000206920187004119,9.477838781962318e-05,0.000185679079031768
door,157,255,0.001259668153663468,0.0016488952401890733,0.0010696418053928903,0.0014404195221858365
huge,8,1,6.418691228858436e-05,6.466255843878719e-06,6.092896359832919e-05,1.1253277517076848e-05
pile,11,7,8.82570043968035e-05,4.5263790907151034e-05,8.123861813110558e-05,4.501311006830739e-05
sawdust,5,2,4.011682018036522e-05,1.2932511687757438e-05,4.061930906555279e-05,1.6879916275615273e-05
rose,41,49,0.0003289579254789948,0.0003168465363500572,0.0002843351634588696,0.0002813319379269212
behind,190,128,0.0015244391668538784,0.000827680748016476,0.0012930480052534307,0.0007258363998514567
open,104,128,0.0008344298597515967,0.000827680748016476,0.0007108379086471739,0.0007258363998514567
shed,3,11,2.4070092108219135e-05,7.112881428266591e-05,2.7079539377035196e-05,6.751966510246109e-05
circular,1,1,8.023364036073044e-06,6.466255843878719e-06,1.3539769688517598e-05,1.1253277517076848e-05
stretch,13,6,0.00010430373246894958,3.8797535063272316e-05,9.477838781962318e-05,3.938647130976897e-05
flume,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
brought,119,181,0.0009547803202926923,0.0011703923077420481,0.0008123861813110559,0.0010240482540539932
logs,4,1,3.209345614429218e-05,6.466255843878719e-06,3.3849424221294e-05,1.1253277517076848e-05
bank,40,71,0.00032093456144292176,0.000459104164915389,0.0002775652786146108,0.00040511799061476657
clear,109,51,0.0008745466799319619,0.00032977904803781465,0.0007446873328684679,0.0002925852154439981
smoothlooking,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
curl,3,0,2.4070092108219135e-05,0.0,2.7079539377035196e-05,5.626638758538424e-06
spray,1,2,8.023364036073044e-06,1.2932511687757438e-05,1.3539769688517598e-05,1.6879916275615273e-05
blowing,39,8,0.00031291119740684876,5.173004675102975e-05,0.000270795393770352,5.063974882684582e-05
sentry,63,0,0.0005054719342726018,0.0,0.00043327263003256313,5.626638758538424e-06
smoke,32,31,0.0002567476491543374,0.0002004539311602403,0.00022340619986054038,0.00018005244027322957
coming,180,147,0.001444205526493148,0.0009505396090501717,0.0012253491568108427,0.0008327425362636868
millhouse,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
also,90,63,0.000722102763246574,0.00040737411816435927,0.0006160595208275508,0.00036010488054645913
clothes,28,63,0.00022465419301004525,0.00040737411816435927,0.00019632666048350519,0.00036010488054645913
hanging,21,28,0.00016849064475753394,0.00018105516362860414,0.00014893746657369358,0.00016317252399761432
line,106,32,0.0008504765878237428,0.000206920187004119,0.0007243776783356916,0.000185679079031768
perhaps,72,85,0.0005776822105972592,0.0005496317467296911,0.0004942015936308924,0.0004838909332343045
shade,8,7,6.418691228858436e-05,4.5263790907151034e-05,6.092896359832919e-05,4.501311006830739e-05
explained,25,17,0.0002005841009018261,0.00010992634934593822,0.00017601700595072878,0.00010127949765369164
hot,55,39,0.00044128502198401744,0.00025218397791127004,0.00037911355127849273,0.00022506555034153698
would,948,932,0.007606149106197247,0.006026550446494966,0.0064246207172016,0.00524965396171635
shadow,17,41,0.00013639718861324177,0.00026511648959902747,0.00012185792719665838,0.0002363188278586138
end,102,82,0.0008183831316794505,0.0005302329791980549,0.0006972981389586563,0.0004670110169586892
probably,65,29,0.000521518662344748,0.00018752141947248285,0.00044681239972108077,0.00016879916275615273
next,58,116,0.0004653551140922366,0.0007500856778899314,0.00039942320581126916,0.0006583167347489956
roadmender,5,0,4.011682018036522e-05,0.0,4.061930906555279e-05,5.626638758538424e-06
hut,5,8,4.011682018036522e-05,5.173004675102975e-05,4.061930906555279e-05,5.063974882684582e-05
kilometer,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
five,55,81,0.00044128502198401744,0.0005237667233541762,0.00037911355127849273,0.0004613843782001508
top,85,43,0.0006819859430662088,0.0002780490012867849,0.0005822100966062567,0.00024757210537569064
many,290,232,0.002326775570461183,0.0015001713557798628,0.0019700364896793107,0.001311006830739453
men,219,140,0.0017571167238999968,0.0009052758181430207,0.0014893746657369358,0.0007933560649539178
pointed,46,20,0.00036907474565936005,0.0001293251168775744,0.00031818458768016354,0.0001181594139293069
four,108,88,0.0008665233158958888,0.0005690305142613273,0.0007379174480242091,0.0005007708495099198
corporal,45,0,0.000361051381623287,0.0,0.00031141470283590475,5.626638758538424e-06
find,68,106,0.0005455887544529671,0.0006854231194511442,0.00046712205425385715,0.0006020503471636114
bell,258,27,0.0020700279213068454,0.00017458890778472542,0.001753400174663029,0.00015754588523907587
tolls,249,0,0.001997817644982188,0.0,0.0016924712110646999,5.626638758538424e-06
ernest,389,3,0.0031210886100324145,1.9398767531636158e-05,0.0026402550892609318,2.2506555034153696e-05
hemingway,389,0,0.0031210886100324145,0.0,0.0026402550892609318,5.626638758538424e-06
always,236,270,0.0018935139125132385,0.001745889077847254,0.0016044627080893355,0.001524819103563913
need,80,29,0.0006418691228858435,0.00018752141947248285,0.0005483606723849627,0.00016879916275615273
certain,26,83,0.00020860746493789917,0.0005366992350419337,0.00018278689079498757,0.0004726376557172276
number,17,36,0.00013639718861324177,0.00023278521037963388,0.00012185792719665838,0.0002081856340659217
get,546,215,0.004380756763695882,0.0013902450064339246,0.003703127009809563,0.0012153539718442997
bring,100,67,0.0008023364036073044,0.00043323914153987414,0.0006837583692701387,0.00038261143558061285
wish,126,72,0.0010109438685452037,0.00046557042075926776,0.0008597753752208675,0.000410744629373305
hills,44,2,0.000353028017587214,1.2932511687757438e-05,0.00030464481799164595,1.6879916275615273e-05
hundred,52,68,0.00041721492987579833,0.0004397053973837529,0.00035880389674571635,0.00038823807433915127
small,112,87,0.000898616772040181,0.0005625642584174486,0.0007649969874012443,0.0004951442107513813
bands,8,0,6.418691228858436e-05,0.0,6.092896359832919e-05,5.626638758538424e-06
let,298,245,0.002390962482749767,0.001584232681750286,0.002024195568433381,0.0013841531346004525
know,549,610,0.004404826855804102,0.003944416064766018,0.0037234366643423395,0.003437876281466977
studied,8,3,6.418691228858436e-05,1.9398767531636158e-05,6.092896359832919e-05,2.2506555034153696e-05
study,12,4,9.628036843287654e-05,2.5865023375514876e-05,8.800850297536439e-05,2.8133193792692122e-05
go,795,396,0.00637857440867807,0.0025606373141759727,0.005388828336030004,0.0022337755871397543
hide,14,6,0.00011232709650502263,3.8797535063272316e-05,0.00010154827266388199,3.938647130976897e-05
explosive,14,1,0.00011232709650502263,6.466255843878719e-06,0.00010154827266388199,1.1253277517076848e-05
time,418,615,0.0033537661670785326,0.003976747343985412,0.002836581749744437,0.0034660094752596692
like,661,503,0.005303443627844282,0.0032525266894709954,0.004481663766899325,0.0028358259343033657
hidden,13,15,0.00010430373246894958,9.699383765818079e-05,9.477838781962318e-05,9.002622013661478e-05
utmost,6,23,4.814018421643827e-05,0.00014872388440921054,4.738919390981159e-05,0.00013503933020492218
security,1,5,8.023364036073044e-06,3.23312792193936e-05,1.3539769688517598e-05,3.3759832551230545e-05
distance,12,39,9.628036843287654e-05,0.00025218397791127004,8.800850297536439e-05,0.00022506555034153698
greater,5,31,4.011682018036522e-05,0.0002004539311602403,4.061930906555279e-05,0.00018005244027322957
half,35,120,0.0002808177412625566,0.0007759507012654463,0.00024371585439331676,0.0006808232897831493
hour,34,98,0.00027279437722648353,0.0006336930727001144,0.00023694596954905797,0.000557037237095304
possible,56,44,0.0004493083860200905,0.00028451525713066365,0.0003858834361227516,0.0002531987441342291
simple,30,9,0.00024070092108219134,5.819630259490847e-05,0.00020986643017202277,5.6266387585384245e-05
going,301,324,0.0024150325748579864,0.002095066893416705,0.0020445052229661575,0.0018286575965249879
downhill,8,0,6.418691228858436e-05,0.0,6.092896359832919e-05,5.626638758538424e-06
must,322,298,0.0025835232196155205,0.0019269442414758583,0.002186672804695592,0.001682364988802989
little,344,635,0.0027600372284091275,0.004106072460862986,0.002335610271269286,0.0035785422504304378
seriousness,9,0,7.22102763246574e-05,0.0,6.7698848442588e-05,5.626638758538424e-06
hungry,32,11,0.0002567476491543374,7.112881428266591e-05,0.00022340619986054038,6.751966510246109e-05
eat,110,28,0.0008825700439680349,0.00018105516362860414,0.0007514572177127267,0.00016317252399761432
later,57,16,0.00045733175005616356,0.0001034600935020595,0.00039265332096701037,9.565285889515321e-05
called,88,113,0.000706056035174428,0.0007306869103582953,0.0006025197511390332,0.0006414368184733803
forgotten.,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
bad,183,97,0.0014682756186013672,0.0006272268168562357,0.001245658811343619,0.0005514105983367656
sign,14,21,0.00011232709650502263,0.0001357913727214531,0.00010154827266388199,0.00012378605268784532
forgotten,16,27,0.0001283738245771687,0.00017458890778472542,0.00011508804235239959,0.00015754588523907587
anselmo,261,0,0.0020940980134150646,0.0,0.0017737098291958054,5.626638758538424e-06
come,532,524,0.00426842966719086,0.0033883180621924486,0.00360834862198994,0.002953985348232673
barco,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
de,50,5,0.0004011682018036522,3.23312792193936e-05,0.00034526412705719877,3.3759832551230545e-05
avila,13,0,0.00010430373246894958,0.0,9.477838781962318e-05,5.626638758538424e-06
help,48,91,0.00038512147373150616,0.0005884292817929634,0.0003317243573686812,0.0005176507657855351
pack,42,3,0.0003369812895150679,1.9398767531636158e-05,0.00029110504830312837,2.2506555034153696e-05
tall,27,23,0.0002166308289739722,0.00014872388440921054,0.00018955677563924637,0.00013503933020492218
thin,47,18,0.0003770981096954331,0.00011639260518981694,0.00032495447252442233,0.00010690613641223006
sun-streaked,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
fair,10,33,8.023364036073044e-05,0.00021338644284799773,7.446873328684679e-05,0.00019130571779030643
hair,82,141,0.0006579158509579896,0.0009117420739868994,0.0005619004420734803,0.0007989827037124562
wind-,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
sun-burned,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
face,269,348,0.002158284925703649,0.0022502570336697942,0.0018278689079498757,0.0019636969267299103
sun-faded,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
pair,15,29,0.00012035046054109567,0.00018752141947248285,0.00010831815750814078,0.00016879916275615273
leaned,48,29,0.00038512147373150616,0.00018752141947248285,0.0003317243573686812,0.00016879916275615273
put,339,353,0.0027199204082287622,0.002282588312889188,0.0023017608470479916,0.0019918301205226023
arm,92,124,0.0007381494913187201,0.0008018157246409612,0.0006295992905160683,0.0007033298448173031
leather,50,3,0.0004011682018036522,1.9398767531636158e-05,0.00034526412705719877,2.2506555034153696e-05
straps,3,0,2.4070092108219135e-05,0.0,2.7079539377035196e-05,5.626638758538424e-06
swung,38,8,0.0003048878333707757,5.173004675102975e-05,0.00026402550892609314,5.063974882684582e-05
onto,85,0,0.0006819859430662088,0.0,0.0005822100966062567,5.626638758538424e-06
shoulders,47,26,0.0003770981096954331,0.0001681226519408467,0.00032495447252442233,0.00015191924648053746
worked,39,43,0.00031291119740684876,0.0002780490012867849,0.000270795393770352,0.00024757210537569064
strap,4,2,3.209345614429218e-05,1.2932511687757438e-05,3.3849424221294e-05,1.6879916275615273e-05
settled,19,32,0.00015244391668538785,0.000206920187004119,0.000135397696885176,0.000185679079031768
weight,17,14,0.00013639718861324177,9.052758181430207e-05,0.00012185792719665838,8.439958137807637e-05
back,621,371,0.0049825090664013605,0.0023989809180790045,0.0042108683731289735,0.0020931096181762937
still,256,251,0.0020539811932346994,0.0016230302168135583,0.0017398604049745114,0.0014179129671516829
wet,87,25,0.0006980326711383549,0.00016165639609696798,0.0005957498662947743,0.00014629260772199904
bending,8,15,6.418691228858436e-05,9.699383765818079e-05,6.092896359832919e-05,9.002622013661478e-05
sweating,25,0,0.0002005841009018261,0.0,0.00017601700595072878,5.626638758538424e-06
climbed,45,3,0.000361051381623287,1.9398767531636158e-05,0.00031141470283590475,2.2506555034153696e-05
steadily,34,22,0.00027279437722648353,0.00014225762856533183,0.00023694596954905797,0.00012941269144638377
covered,37,19,0.00029686446933470265,0.00012285886103369567,0.00025725562408183435,0.00011253277517076849
trail,26,0,0.00020860746493789917,0.0,0.00018278689079498757,5.626638758538424e-06
working,41,29,0.0003289579254789948,0.00018752141947248285,0.0002843351634588696,0.00016879916275615273
mountain,63,1,0.0005054719342726018,6.466255843878719e-06,0.00043327263003256313,1.1253277517076848e-05
crossed,41,31,0.0003289579254789948,0.0002004539311602403,0.0002843351634588696,0.00018005244027322957
went,542,398,0.00434866330755159,0.00257356982586373,0.003676047470432528,0.0022450288646568314
ahead,116,9,0.0009307102281844732,5.819630259490847e-05,0.0007920765267782795,5.6266387585384245e-05
edge,62,11,0.0004974485702365287,7.112881428266591e-05,0.00042650274518830434,6.751966510246109e-05
rocky,3,0,2.4070092108219135e-05,0.0,2.7079539377035196e-05,5.626638758538424e-06
bed,176,111,0.001412112070348856,0.0007177543986705378,0.0011982696174338075,0.0006301835409563035
climbing,19,3,0.00015244391668538785,1.9398767531636158e-05,0.000135397696885176,2.2506555034153696e-05
steeper,1,1,8.023364036073044e-06,6.466255843878719e-06,1.3539769688517598e-05,1.1253277517076848e-05
difficult,29,37,0.0002326775570461183,0.0002392514662235126,0.00020309654532776398,0.00021381227282446012
finally,38,28,0.0003048878333707757,0.00018105516362860414,0.00026402550892609314,0.00016317252399761432
seemed,72,200,0.0005776822105972592,0.0012932511687757439,0.0004942015936308924,0.0011309543904662234
drop,21,21,0.00016849064475753394,0.0001357913727214531,0.00014893746657369358,0.00012378605268784532
smooth,34,11,0.00027279437722648353,7.112881428266591e-05,0.00023694596954905797,6.751966510246109e-05
granite,4,0,3.209345614429218e-05,0.0,3.3849424221294e-05,5.626638758538424e-06
ledge,5,1,4.011682018036522e-05,6.466255843878719e-06,4.061930906555279e-05,1.1253277517076848e-05
waited,36,31,0.0002888411052986296,0.0002004539311602403,0.00025048573923757556,0.00018005244027322957
foot,49,42,0.0003931448377675792,0.0002715827454429062,0.00033849424221294,0.00024194546661715225
making,43,98,0.00034500465355114093,0.0006336930727001144,0.00029787493314738716,0.000557037237095304
right,369,169,0.0029606213293109536,0.0010927972376155034,0.0025048573923757557,0.0009565285889515322
thigh,17,0,0.00013639718861324177,0.0,0.00012185792719665838,5.626638758538424e-06
muscles,10,1,8.023364036073044e-05,6.466255843878719e-06,7.446873328684679e-05,1.1253277517076848e-05
twitchy,1,2,8.023364036073044e-06,1.2932511687757438e-05,1.3539769688517598e-05,1.6879916275615273e-05
steepness,3,1,2.4070092108219135e-05,6.466255843878719e-06,2.7079539377035196e-05,1.1253277517076848e-05
wait,49,31,0.0003931448377675792,0.0002004539311602403,0.00033849424221294,0.00018005244027322957
warn,1,28,8.023364036073044e-06,0.00018105516362860414,1.3539769688517598e-05,0.00016317252399761432
want,300,129,0.002407009210821913,0.0008341470038603548,0.0020377353381218987,0.0007314630386099952
shot,108,16,0.0008665233158958888,0.0001034600935020595,0.0007379174480242091,9.565285889515321e-05
stuff,16,5,0.0001283738245771687,3.23312792193936e-05,0.00011508804235239959,3.3759832551230545e-05
even,125,256,0.0010029205045091307,0.001655361496032952,0.0008530054903766087,0.001446046160944375
joke,58,5,0.0004653551140922366,3.23312792193936e-05,0.00039942320581126916,3.3759832551230545e-05
close,135,97,0.0010831541448698611,0.0006272268168562357,0.0009207043388191967,0.0005514105983367656
call,40,87,0.00032093456144292176,0.0005625642584174486,0.0002775652786146108,0.0004951442107513813
thee,466,6,0.003738887640810039,3.8797535063272316e-05,0.003161536222268859,3.938647130976897e-05
roberto,60,0,0.00048140184216438267,0.0,0.00041296297549978675,5.626638758538424e-06
answered,13,107,0.00010430373246894958,0.0006918893752950229,9.477838781962318e-05,0.0006076769859221498
slipped,19,8,0.00015244391668538785,5.173004675102975e-05,0.000135397696885176,5.063974882684582e-05
lowered,12,5,9.628036843287654e-05,3.23312792193936e-05,8.800850297536439e-05,3.3759832551230545e-05
boulders,12,0,9.628036843287654e-05,0.0,8.800850297536439e-05,5.626638758538424e-06
return,13,45,0.00010430373246894958,0.00029098151297454234,9.477838781962318e-05,0.00025882538289276753
good,555,438,0.00445296704002054,0.0028322200596188787,0.003764055973407892,0.002470094414998368
plan,13,9,0.00010430373246894958,5.819630259490847e-05,9.477838781962318e-05,5.6266387585384245e-05
way,270,443,0.0021663082897397223,0.0028645513388382724,0.0018346387927941346,0.0024982276087910605
another,255,295,0.0020459578291986266,0.001907545473944222,0.0017330905201302525,0.0016654850725273736
shorter,2,1,1.604672807214609e-05,6.466255843878719e-06,2.0309654532776396e-05,1.1253277517076848e-05
easier,21,13,0.00016849064475753394,8.406132597042335e-05,0.00014893746657369358,7.877294261953794e-05
material,17,5,0.00013639718861324177,3.23312792193936e-05,0.00012185792719665838,3.3759832551230545e-05
stored,3,1,2.4070092108219135e-05,6.466255843878719e-06,2.7079539377035196e-05,1.1253277517076848e-05
