Unique Words,Used in Hemingway,Used in Dickens,Frequinces Hemingway,Frequinces Dickens,Hemingway Laplace,Dickens Laplace
peace,3,20,2.4070092108219135e-05,0.0001293251168775744,2.7079539377035196e-05,0.0001181594139293069
justice,2,18,1.604672807214609e-05,0.00011639260518981694,2.0309654532776396e-05,0.00010690613641223006
desire,6,23,4.814018421643827e-05,0.00014872388440921054,4.738919390981159e-05,0.00013503933020492218
cruelty,3,3,2.4070092108219135e-05,1.9398767531636158e-05,2.7079539377035196e-05,2.2506555034153696e-05
drunkenness,10,1,8.023364036073044e-05,6.466255843878719e-06,7.446873328684679e-05,1.1253277517076848e-05
cares,3,6,2.4070092108219135e-05,3.8797535063272316e-05,2.7079539377035196e-05,3.938647130976897e-05
elements,4,1,3.209345614429218e-05,6.466255843878719e-06,3.3849424221294e-05,1.1253277517076848e-05
attend,1,13,8.023364036073044e-06,8.406132597042335e-05,1.3539769688517598e-05,7.877294261953794e-05
wedding,14,6,0.00011232709650502263,3.8797535063272316e-05,0.00010154827266388199,3.938647130976897e-05
ohio,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
flowers—,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
nice,41,12,0.0003289579254789948,7.759507012654463e-05,0.0002843351634588696,7.314630386099952e-05
hanged,2,17,1.604672807214609e-05,0.00010992634934593822,2.0309654532776396e-05,0.00010127949765369164
lamp,10,30,8.023364036073044e-05,0.00019398767531636157,7.446873328684679e-05,0.00017442580151469115
arc,3,0,2.4070092108219135e-05,0.0,2.7079539377035196e-05,5.626638758538424e-06
pavement,4,16,3.209345614429218e-05,0.0001034600935020595,3.3849424221294e-05,9.565285889515321e-05
hoisted,1,2,8.023364036073044e-06,1.2932511687757438e-05,1.3539769688517598e-05,1.6879916275615273e-05
mechanism,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
hoist,1,1,8.023364036073044e-06,6.466255843878719e-06,1.3539769688517598e-05,1.1253277517076848e-05
broke—,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
burn,6,9,4.814018421643827e-05,5.819630259490847e-05,4.738919390981159e-05,5.6266387585384245e-05
time—,2,1,1.604672807214609e-05,6.466255843878719e-06,2.0309654532776396e-05,1.1253277517076848e-05
experiences,1,2,8.023364036073044e-06,1.2932511687757438e-05,1.3539769688517598e-05,1.6879916275615273e-05
demonstrate,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
circus,4,0,3.209345614429218e-05,0.0,3.3849424221294e-05,5.626638758538424e-06
unhealthy,1,2,8.023364036073044e-06,1.2932511687757438e-05,1.3539769688517598e-05,1.6879916275615273e-05
near-sighted,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
gray-headed,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
medium,1,1,8.023364036073044e-06,6.466255843878719e-06,1.3539769688517598e-05,1.1253277517076848e-05
button,8,2,6.418691228858436e-05,1.2932511687757438e-05,6.092896359832919e-05,1.6879916275615273e-05
appearance,3,71,2.4070092108219135e-05,0.000459104164915389,2.7079539377035196e-05,0.00040511799061476657
excite,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
products,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
success,12,12,9.628036843287654e-05,7.759507012654463e-05,8.800850297536439e-05,7.314630386099952e-05
spectacles,3,4,2.4070092108219135e-05,2.5865023375514876e-05,2.7079539377035196e-05,2.8133193792692122e-05
snob,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
console,1,1,8.023364036073044e-06,6.466255843878719e-06,1.3539769688517598e-05,1.1253277517076848e-05
wooden-implement,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
shop,14,33,0.00011232709650502263,0.00021338644284799773,0.00010154827266388199,0.00019130571779030643
religiousness,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
accepted,8,8,6.418691228858436e-05,5.173004675102975e-05,6.092896359832919e-05,5.063974882684582e-05
due,4,13,3.209345614429218e-05,8.406132597042335e-05,3.3849424221294e-05,7.877294261953794e-05
lived,27,39,0.0002166308289739722,0.00025218397791127004,0.00018955677563924637,0.00022506555034153698
apartment,9,5,7.22102763246574e-05,3.23312792193936e-05,6.7698848442588e-05,3.3759832551230545e-05
nearsightedly,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
scream,5,5,4.011682018036522e-05,3.23312792193936e-05,4.061930906555279e-05,3.3759832551230545e-05
waved,28,13,0.00022465419301004525,8.406132597042335e-05,0.00019632666048350519,7.877294261953794e-05
forth,7,36,5.616354825251131e-05,0.00023278521037963388,5.415907875407039e-05,0.0002081856340659217
cracked,3,3,2.4070092108219135e-05,1.9398767531636158e-05,2.7079539377035196e-05,2.2506555034153696e-05
rushed,4,13,3.209345614429218e-05,8.406132597042335e-05,3.3849424221294e-05,7.877294261953794e-05
blindly,2,4,1.604672807214609e-05,2.5865023375514876e-05,2.0309654532776396e-05,2.8133193792692122e-05
jumped,5,2,4.011682018036522e-05,1.2932511687757438e-05,4.061930906555279e-05,1.6879916275615273e-05
astride,3,1,2.4070092108219135e-05,6.466255843878719e-06,2.7079539377035196e-05,1.1253277517076848e-05
jeering,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
depriving,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
learned,24,11,0.00019256073686575308,7.112881428266591e-05,0.00016924712110647,6.751966510246109e-05
preserve,1,2,8.023364036073044e-06,1.2932511687757438e-05,1.3539769688517598e-05,1.6879916275615273e-05
admired,5,7,4.011682018036522e-05,4.5263790907151034e-05,4.061930906555279e-05,4.501311006830739e-05
conception,6,2,4.814018421643827e-05,1.2932511687757438e-05,4.738919390981159e-05,1.6879916275615273e-05
somewhat,5,3,4.011682018036522e-05,1.9398767531636158e-05,4.061930906555279e-05,2.2506555034153696e-05
fantastic,1,4,8.023364036073044e-06,2.5865023375514876e-05,1.3539769688517598e-05,2.8133193792692122e-05
executed,2,7,1.604672807214609e-05,4.5263790907151034e-05,2.0309654532776396e-05,4.501311006830739e-05
guilt,2,4,1.604672807214609e-05,2.5865023375514876e-05,2.0309654532776396e-05,2.8133193792692122e-05
benefits,2,1,1.604672807214609e-05,6.466255843878719e-06,2.0309654532776396e-05,1.1253277517076848e-05
distaste,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
abstention,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
protest,3,7,2.4070092108219135e-05,4.5263790907151034e-05,2.7079539377035196e-05,4.501311006830739e-05
disassociate,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
altogether,1,28,8.023364036073044e-06,0.00018105516362860414,1.3539769688517598e-05,0.00016317252399761432
belly-full,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
rinse,6,1,4.814018421643827e-05,6.466255843878719e-06,4.738919390981159e-05,1.1253277517076848e-05
decently,1,1,8.023364036073044e-06,6.466255843878719e-06,1.3539769688517598e-05,1.1253277517076848e-05
justified,4,4,3.209345614429218e-05,2.5865023375514876e-05,3.3849424221294e-05,2.8133193792692122e-05
farcer,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
mock,2,1,1.604672807214609e-05,6.466255843878719e-06,2.0309654532776396e-05,1.1253277517076848e-05
literally,3,0,2.4070092108219135e-05,0.0,2.7079539377035196e-05,5.626638758538424e-06
nausea,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
remedied,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
employed,2,7,1.604672807214609e-05,4.5263790907151034e-05,2.0309654532776396e-05,4.501311006830739e-05
defense,7,0,5.616354825251131e-05,0.0,5.415907875407039e-05,5.626638758538424e-06
massacring,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
slowness,1,1,8.023364036073044e-06,6.466255843878719e-06,1.3539769688517598e-05,1.1253277517076848e-05
brutality,2,3,1.604672807214609e-05,1.9398767531636158e-05,2.0309654532776396e-05,2.2506555034153696e-05
orderly,29,3,0.0002326775570461183,1.9398767531636158e-05,0.00020309654532776398,2.2506555034153696e-05
middle,9,13,7.22102763246574e-05,8.406132597042335e-05,6.7698848442588e-05,7.877294261953794e-05
viva,17,0,0.00013639718861324177,0.0,0.00012185792719665838,5.626638758538424e-06
anarquia,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
madman,1,1,8.023364036073044e-06,6.466255843878719e-06,1.3539769688517598e-05,1.1253277517076848e-05
red-and-black,6,0,4.814018421643827e-05,0.0,4.738919390981159e-05,5.626638758538424e-06
libertad,3,0,2.4070092108219135e-05,0.0,2.7079539377035196e-05,5.626638758538424e-06
kicked,7,6,5.616354825251131e-05,3.8797535063272316e-05,5.415907875407039e-05,3.938647130976897e-05
bellowed,3,1,2.4070092108219135e-05,6.466255843878719e-06,2.7079539377035196e-05,1.1253277517076848e-05
red-andblack,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
disgust,1,1,8.023364036073044e-06,6.466255843878719e-06,1.3539769688517598e-05,1.1253277517076848e-05
drunkenness.,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
anarchy,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
ankle,2,2,1.604672807214609e-05,1.2932511687757438e-05,2.0309654532776396e-05,1.6879916275615273e-05
shouter,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
yelling,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
overturned,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
pillars,3,2,2.4070092108219135e-05,1.2932511687757438e-05,2.7079539377035196e-05,1.6879916275615273e-05
mounted,10,7,8.023364036073044e-05,4.5263790907151034e-05,7.446873328684679e-05,4.501311006830739e-05
anastasio,15,0,0.00012035046054109567,0.0,0.00010831815750814078,5.626638758538424e-06
rivas,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
undoubted,1,1,8.023364036073044e-06,6.466255843878719e-06,1.3539769688517598e-05,1.1253277517076848e-05
fattest,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
buyer,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
agent,2,5,1.604672807214609e-05,3.23312792193936e-05,2.0309654532776396e-05,3.3759832551230545e-05
insurance,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
loaned,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
rates,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
bulging,2,1,1.604672807214609e-05,6.466255843878719e-06,2.0309654532776396e-05,1.1253277517076848e-05
broke,13,27,0.00010430373246894958,0.00017458890778472542,9.477838781962318e-05,0.00015754588523907587
rush,10,10,8.023364036073044e-05,6.46625584387872e-05,7.446873328684679e-05,6.189302634392266e-05
flags,2,2,1.604672807214609e-05,1.2932511687757438e-05,2.0309654532776396e-05,1.6879916275615273e-05
paving,4,1,3.209345614429218e-05,6.466255843878719e-06,3.3849424221294e-05,1.1253277517076848e-05
mob,11,5,8.82570043968035e-05,3.23312792193936e-05,8.123861813110558e-05,3.3759832551230545e-05
lug,1,1,8.023364036073044e-06,6.466255843878719e-06,1.3539769688517598e-05,1.1253277517076848e-05
tub,2,2,1.604672807214609e-05,1.2932511687757438e-05,2.0309654532776396e-05,1.6879916275615273e-05
tripe,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
doors,10,35,8.023364036073044e-05,0.00022631895453575516,7.446873328684679e-05,0.00020255899530738329
hail,12,6,9.628036843287654e-05,3.8797535063272316e-05,8.800850297536439e-05,3.938647130976897e-05
rolling,13,9,0.00010430373246894958,5.819630259490847e-05,9.477838781962318e-05,5.6266387585384245e-05
administration,2,1,1.604672807214609e-05,6.466255843878719e-06,2.0309654532776396e-05,1.1253277517076848e-05
key,13,23,0.00010430373246894958,0.00014872388440921054,9.477838781962318e-05,0.00013503933020492218
chant,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
shoved,13,6,0.00010430373246894958,3.8797535063272316e-05,9.477838781962318e-05,3.938647130976897e-05
wider,2,5,1.604672807214609e-05,3.23312792193936e-05,2.0309654532776396e-05,3.3759832551230545e-05
pray,7,32,5.616354825251131e-05,0.000206920187004119,5.415907875407039e-05,0.000185679079031768
sour,2,5,1.604672807214609e-05,3.23312792193936e-05,2.0309654532776396e-05,3.3759832551230545e-05
devil,1,23,8.023364036073044e-06,0.00014872388440921054,1.3539769688517598e-05,0.00013503933020492218
crushed,7,3,5.616354825251131e-05,1.9398767531636158e-05,5.415907875407039e-05,2.2506555034153696e-05
press,2,11,1.604672807214609e-05,7.112881428266591e-05,2.0309654532776396e-05,6.751966510246109e-05
trampled,1,2,8.023364036073044e-06,1.2932511687757438e-05,1.3539769688517598e-05,1.6879916275615273e-05
matchbox,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
matches,5,0,4.011682018036522e-05,0.0,4.061930906555279e-05,5.626638758538424e-06
deafened,2,1,1.604672807214609e-05,6.466255843878719e-06,2.0309654532776396e-05,1.1253277517076848e-05
foul,6,4,4.814018421643827e-05,2.5865023375514876e-05,4.738919390981159e-05,2.8133193792692122e-05
shirts,6,0,4.814018421643827e-05,0.0,4.738919390981159e-05,5.626638758538424e-06
josé,4,0,3.209345614429218e-05,0.0,3.3849424221294e-05,5.626638758538424e-06
castro,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
pepe,10,0,8.023364036073044e-05,0.0,7.446873328684679e-05,5.626638758538424e-06
confirmed,1,6,8.023364036073044e-06,3.8797535063272316e-05,1.3539769688517598e-05,3.938647130976897e-05
dealer,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
neat-looking,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
unshaven,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
pajama,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
gray-striped,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
locked,17,23,0.00013639718861324177,0.00014872388440921054,0.00012185792719665838,0.00013503933020492218
instant,2,35,1.604672807214609e-05,0.00022631895453575516,2.0309654532776396e-05,0.00020255899530738329
shake,10,24,8.023364036073044e-05,0.00015519014025308926,7.446873328684679e-05,0.0001406659689634606
inclined,1,9,8.023364036073044e-06,5.819630259490847e-05,1.3539769688517598e-05,5.6266387585384245e-05
concentrated,4,5,3.209345614429218e-05,3.23312792193936e-05,3.3849424221294e-05,3.3759832551230545e-05
thoughts,2,57,1.604672807214609e-05,0.00036857658310108696,2.0309654532776396e-05,0.00032634504799522863
remained,1,47,8.023364036073044e-06,0.0003039140246622998,1.3539769688517598e-05,0.00027007866040984436
unsling,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
barricade,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
platform,6,1,4.814018421643827e-05,6.466255843878719e-06,4.738919390981159e-05,1.1253277517076848e-05
council,1,5,8.023364036073044e-06,3.23312792193936e-05,1.3539769688517598e-05,3.3759832551230545e-05
tossed,11,8,8.82570043968035e-05,5.173004675102975e-05,8.123861813110558e-05,5.063974882684582e-05
ducking,4,0,3.209345614429218e-05,0.0,3.3849424221294e-05,5.626638758538424e-06
belly,18,0,0.0001444205526493148,0.0,0.00012862781204091717,5.626638758538424e-06
hurt,42,20,0.0003369812895150679,0.0001293251168775744,0.00029110504830312837,0.0001181594139293069
grabbed,4,0,3.209345614429218e-05,0.0,3.3849424221294e-05,5.626638758538424e-06
hay,24,4,0.00019256073686575308,2.5865023375514876e-05,0.00016924712110647,2.8133193792692122e-05
derecho,3,0,2.4070092108219135e-05,0.0,2.7079539377035196e-05,5.626638758538424e-06
do.,7,0,5.616354825251131e-05,0.0,5.415907875407039e-05,5.626638758538424e-06
poking,2,2,1.604672807214609e-05,1.2932511687757438e-05,2.0309654532776396e-05,1.6879916275615273e-05
heaving,4,7,3.209345614429218e-05,4.5263790907151034e-05,3.3849424221294e-05,4.501311006830739e-05
clubbing,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
stabbing,1,1,8.023364036073044e-06,6.466255843878719e-06,1.3539769688517598e-05,1.1253277517076848e-05
screaming,3,3,2.4070092108219135e-05,1.9398767531636158e-05,2.7079539377035196e-05,2.2506555034153696e-05
skirts,11,6,8.82570043968035e-05,3.8797535063272316e-05,8.123861813110558e-05,3.938647130976897e-05
third,18,32,0.0001444205526493148,0.000206920187004119,0.00012862781204091717,0.000185679079031768
clinging,2,7,1.604672807214609e-05,4.5263790907151034e-05,2.0309654532776396e-05,4.501311006830739e-05
trampling,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
sorry,37,39,0.00029686446933470265,0.00025218397791127004,0.00025725562408183435,0.00022506555034153698
rarer,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
crowding,2,2,1.604672807214609e-05,1.2932511687757438e-05,2.0309654532776396e-05,1.6879916275615273e-05
lighting,2,9,1.604672807214609e-05,5.819630259490847e-05,2.0309654532776396e-05,5.6266387585384245e-05
shameless,3,0,2.4070092108219135e-05,0.0,2.7079539377035196e-05,5.626638758538424e-06
shelter,16,5,0.0001283738245771687,3.23312792193936e-05,0.00011508804235239959,3.3759832551230545e-05
match,1,15,8.023364036073044e-06,9.699383765818079e-05,1.3539769688517598e-05,9.002622013661478e-05
flame,1,6,8.023364036073044e-06,3.8797535063272316e-05,1.3539769688517598e-05,3.938647130976897e-05
somebody,17,35,0.00013639718861324177,0.00022631895453575516,0.00012185792719665838,0.00020255899530738329
scarves,3,0,2.4070092108219135e-05,0.0,2.7079539377035196e-05,5.626638758538424e-06
slaying,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
storm,29,13,0.0002326775570461183,8.406132597042335e-05,0.00020309654532776398,7.877294261953794e-05
flood,6,2,4.814018421643827e-05,1.2932511687757438e-05,4.738919390981159e-05,1.6879916275615273e-05
wrongdoing,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
oppression,1,5,8.023364036073044e-06,3.23312792193936e-05,1.3539769688517598e-05,3.3759832551230545e-05
roast,1,6,8.023364036073044e-06,3.8797535063272316e-05,1.3539769688517598e-05,3.938647130976897e-05
goat,8,0,6.418691228858436e-05,0.0,6.092896359832919e-05,5.626638758538424e-06
inn,5,25,4.011682018036522e-05,0.00016165639609696798,4.061930906555279e-05,0.00014629260772199904
buses,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
singing,9,6,7.22102763246574e-05,3.8797535063272316e-05,6.7698848442588e-05,3.938647130976897e-05
serving,5,4,4.011682018036522e-05,2.5865023375514876e-05,4.061930906555279e-05,2.8133193792692122e-05
mop,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
gravy,3,9,2.4070092108219135e-05,5.819630259490847e-05,2.7079539377035196e-05,5.6266387585384245e-05
priests,5,0,4.011682018036522e-05,0.0,4.061930906555279e-05,5.626638758538424e-06
disillusionment,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
chased,1,2,8.023364036073044e-06,1.2932511687757438e-05,1.3539769688517598e-05,1.6879916275615273e-05
chasing,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
scabrous,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
deprived,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
formality,2,2,1.604672807214609e-05,1.2932511687757438e-05,2.0309654532776396e-05,1.6879916275615273e-05
awaited,1,9,8.023364036073044e-06,5.819630259490847e-05,1.3539769688517598e-05,5.6266387585384245e-05
anticipation,1,4,8.023364036073044e-06,2.5865023375514876e-05,1.3539769688517598e-05,2.8133193792692122e-05
culmination,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
sarcastically,3,1,2.4070092108219135e-05,6.466255843878719e-06,2.7079539377035196e-05,1.1253277517076848e-05
disillusioned,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
suppose,60,69,0.00048140184216438267,0.0004461716532276316,0.00041296297549978675,0.0003938647130976897
pilai,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
eh,9,17,7.22102763246574e-05,0.00010992634934593822,6.7698848442588e-05,0.00010127949765369164
pleases,7,2,5.616354825251131e-05,1.2932511687757438e-05,5.415907875407039e-05,1.6879916275615273e-05
saint,16,61,0.0001283738245771687,0.00039444160647660184,0.00011508804235239959,0.0003488516030293823
bullfighters,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
corrida,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
reproach,2,11,1.604672807214609e-05,7.112881428266591e-05,2.0309654532776396e-05,6.751966510246109e-05
moonlight,4,11,3.209345614429218e-05,7.112881428266591e-05,3.3849424221294e-05,6.751966510246109e-05
splashing,3,5,2.4070092108219135e-05,3.23312792193936e-05,2.7079539377035196e-05,3.3759832551230545e-05
fonda,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
bare,34,19,0.00027279437722648353,0.00012285886103369567,0.00023694596954905797,0.00011253277517076849
pleasant,24,41,0.00019256073686575308,0.00026511648959902747,0.00016924712110647,0.0002363188278586138
horrors,1,4,8.023364036073044e-06,2.5865023375514876e-05,1.3539769688517598e-05,2.8133193792692122e-05
fly,5,8,4.011682018036522e-05,5.173004675102975e-05,4.061930906555279e-05,5.063974882684582e-05
paralleled,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
stepped,24,11,0.00019256073686575308,7.112881428266591e-05,0.00016924712110647,6.751966510246109e-05
christian,6,15,4.814018421643827e-05,9.699383765818079e-05,4.738919390981159e-05,9.002622013661478e-05
name—roberto,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
arrive,4,7,3.209345614429218e-05,4.5263790907151034e-05,3.3849424221294e-05,4.501311006830739e-05
build,5,2,4.011682018036522e-05,1.2932511687757438e-05,4.061930906555279e-05,1.6879916275615273e-05
hawknosed,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
shaggy,1,3,8.023364036073044e-06,1.9398767531636158e-05,1.3539769688517598e-05,2.2506555034153696e-05
handclasp,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
ay,4,21,3.209345614429218e-05,0.0001357913727214531,3.3849424221294e-05,0.00012378605268784532
eleven,5,9,4.011682018036522e-05,5.819630259490847e-05,4.061930906555279e-05,5.6266387585384245e-05
fiat,4,0,3.209345614429218e-05,0.0,3.3849424221294e-05,5.626638758538424e-06
elevens,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
delaying,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
chief,7,17,5.616354825251131e-05,0.00010992634934593822,5.415907875407039e-05,0.00010127949765369164
militarizing,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
terms,2,21,1.604672807214609e-05,0.0001357913727214531,2.0309654532776396e-05,0.00012378605268784532
clearer,5,4,4.011682018036522e-05,2.5865023375514876e-05,4.061930906555279e-05,2.8133193792692122e-05
swine,12,3,9.628036843287654e-05,1.9398767531636158e-05,8.800850297536439e-05,2.2506555034153696e-05
heroes,5,0,4.011682018036522e-05,0.0,4.061930906555279e-05,5.626638758538424e-06
saviors,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
thanked,3,22,2.4070092108219135e-05,0.00014225762856533183,2.7079539377035196e-05,0.00012941269144638377
hace,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
falta,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
polite,7,15,5.616354825251131e-05,9.699383765818079e-05,5.415907875407039e-05,9.002622013661478e-05
sixteen,3,1,2.4070092108219135e-05,6.466255843878719e-06,2.7079539377035196e-05,1.1253277517076848e-05
pairs,1,1,8.023364036073044e-06,6.466255843878719e-06,1.3539769688517598e-05,1.1253277517076848e-05
that.,20,1,0.00016046728072146088,6.466255843878719e-06,0.0001421675817294348,1.1253277517076848e-05
lithe,1,1,8.023364036073044e-06,6.466255843878719e-06,1.3539769688517598e-05,1.1253277517076848e-05
shock,4,14,3.209345614429218e-05,9.052758181430207e-05,3.3849424221294e-05,8.439958137807637e-05
heel-and-toe,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
fail,5,12,4.011682018036522e-05,7.759507012654463e-05,4.061930906555279e-05,7.314630386099952e-05
pigtail,2,1,1.604672807214609e-05,6.466255843878719e-06,2.0309654532776396e-05,1.1253277517076848e-05
dangerous,20,19,0.00016046728072146088,0.00012285886103369567,0.0001421675817294348,0.00011253277517076849
ring,26,20,0.00020860746493789917,0.0001293251168775744,0.00018278689079498757,0.0001181594139293069
september,2,1,1.604672807214609e-05,6.466255843878719e-06,2.0309654532776396e-05,1.1253277517076848e-05
buena,6,0,4.814018421643827e-05,0.0,4.738919390981159e-05,5.626638758538424e-06
suffered,7,16,5.616354825251131e-05,0.0001034600935020595,5.415907875407039e-05,9.565285889515321e-05
war.,16,0,0.0001283738245771687,0.0,0.00011508804235239959,5.626638758538424e-06
brother-in-law,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
barbarians,7,0,5.616354825251131e-05,0.0,5.415907875407039e-05,5.626638758538424e-06
throats,1,2,8.023364036073044e-06,1.2932511687757438e-05,1.3539769688517598e-05,1.6879916275615273e-05
harden,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
mention,6,36,4.814018421643827e-05,0.00023278521037963388,4.738919390981159e-05,0.0002081856340659217
apropos,1,0,8.023364036073044e-06,0.0,1.3539769688517598e-05,5.626638758538424e-06
statement,2,5,1.604672807214609e-05,3.23312792193936e-05,2.0309654532776396e-05,3.3759832551230545e-05
courtyard,9,36,7.22102763246574e-05,0.00023278521037963388,6.7698848442588e-05,0.0002081856340659217
orchard,2,1,1.604672807214609e-05,6.466255843878719e-06,2.0309654532776396e-05,1.1253277517076848e-05
lights,34,22,0.00027279437722648353,0.00014225762856533183,0.00023694596954905797,0.00012941269144638377
wrote,9,31,7.22102763246574e-05,0.0002004539311602403,6.7698848442588e-05,0.00018005244027322957
mobility,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
partizans,2,0,1.604672807214609e-05,0.0,2.0309654532776396e-05,5.626638758538424e-06
damage,1,1,8.023364036073044e-06,6.466255843878719e-06,1.3539769688517598e-05,1.1253277517076848e-05
